OrderID,OrderDate,CustomerID,ProductID,RegionID,Quantity,Revenue,Cost
1072,2025-12-11,36,18,R2,2,18582,11898.04
1073,2025-04-29,80,27,R3,1,355,237.87
1074,2025-08-09,81,24,R3,5,41890,25666.91
1075,2025-12-27,29,10,R2,6,56352,42566.38
1076,2025-10-21,46,27,R4,2,726,512.07
1077,2025-01-16,76,18,R4,6,50142,30397.22
1078,2025-11-29,71,20,R2,8,6392,4325.99
1079,2025-04-22,42,16,R1,5,24930,18191.88
1080,2025-03-12,82,25,R4,4,19480,13528.61
1081,2025-11-03,24,24,R2,5,33615,21601.06
1082,2025-02-19,38,12,R2,3,9099,6021.37
1083,2025-05-27,15,12,R2,2,10340,6389.78
1084,2025-09-21,53,9,R4,5,46965,30187.88
1085,2025-12-04,94,1,R2,6,23748,15119.81
1086,2025-04-12,56,9,R3,1,5261,3294.02
1087,2025-09-20,35,5,R2,6,12666,9147.92
1088,2025-06-25,16,17,R2,7,30079,17247.68
1089,2025-08-17,64,10,R3,1,5828,3867.45
1090,2025-11-15,34,18,R2,8,66976,42796.68
1091,2025-03-10,32,29,R3,2,8116,6491.9
1092,2025-05-07,5,7,R2,3,26925,19757.46
1093,2025-09-11,45,28,R4,6,6882,4142.47
1094,2025-11-17,30,14,R4,4,3756,2786.87
1095,2025-01-22,11,9,R3,2,16304,9622.72
1096,2025-09-28,23,26,R1,3,19080,11146.03
1097,2025-04-22,75,25,R3,8,11952,9581.71
1098,2025-06-23,51,7,R3,1,8251,6523.02
1099,2025-04-13,26,18,R1,8,30984,22067.16
1100,2025-02-21,44,5,R1,4,37412,27882.12
1101,2025-06-12,47,22,R1,7,13356,10053.09
1102,2025-01-23,39,30,R4,8,63408,39499.8
1103,2025-06-25,39,27,R1,4,32864,19651.1
1104,2025-04-15,45,22,R4,4,4960,4009.25
1105,2025-02-12,68,23,R1,3,1374,951.11
1106,2025-09-07,57,20,R3,5,3390,2240.22
1107,2025-10-17,35,17,R1,5,12195,8226.17
1108,2025-04-17,95,28,R2,4,10400,5798.33
1109,2025-11-22,86,22,R3,3,24522,16223.63
1110,2025-01-02,56,14,R1,2,16730,13509.54
1111,2025-01-22,52,23,R2,8,65984,39408.05
1112,2025-09-20,52,26,R2,7,33278,20694.16
1113,2025-05-03,15,15,R3,2,17158,11914.76
1114,2025-04-04,67,7,R2,1,1711,1092.8
1115,2025-06-10,30,4,R1,7,22190,12412.02
1116,2025-09-02,62,28,R2,7,35987,27085.74
1117,2025-11-21,27,5,R4,8,23584,13241.42
1118,2025-10-12,27,26,R3,2,7286,4874.63
1119,2025-03-02,93,24,R3,3,2937,2135.55
1120,2025-10-29,1,16,R4,1,2313,1478.03
1121,2025-11-18,54,3,R4,4,37564,25927.51
1122,2025-09-22,51,5,R4,5,31425,19807.92
1123,2025-11-08,12,15,R1,6,12408,8148.43
1124,2025-08-18,23,19,R1,6,4824,2964.73
1125,2025-01-08,20,28,R1,5,39110,28623.19
1126,2025-01-30,31,27,R2,8,35000,27051.4
1127,2025-08-29,57,13,R1,4,13000,9951.91
1128,2025-07-07,15,12,R4,3,3573,2374.79
1129,2025-04-21,9,24,R4,8,18680,10776.77
1130,2025-10-29,2,14,R4,4,33788,27055.45
1131,2025-03-04,76,8,R4,6,22566,15902.04
1132,2025-06-16,12,15,R2,6,7614,4860.89
1133,2025-11-07,3,4,R3,7,21490,15522.31
1134,2025-06-25,5,15,R1,6,56292,34080.57
1135,2025-06-06,69,20,R2,5,21860,17406.76
1136,2025-12-17,36,15,R2,5,22460,16605.2
1137,2025-04-19,78,6,R2,8,18856,14832.72
1138,2025-06-20,23,13,R3,7,55881,45532.11
1139,2025-03-21,100,12,R1,7,30142,18012.94
1140,2025-09-26,43,22,R2,7,32543,25155.66
1141,2025-03-07,47,23,R4,4,9800,5858.56
1142,2025-06-22,88,25,R3,1,7296,4380.1
1143,2025-05-14,12,7,R1,5,46055,31539.81
1144,2025-11-03,32,10,R3,6,6546,4834.16
1145,2025-10-17,84,22,R1,1,574,341.16
1146,2025-05-13,68,3,R4,4,16668,11367.16
1147,2025-10-06,97,26,R3,8,7624,5939.99
1148,2025-06-06,33,28,R1,7,42273,32179.87
1149,2025-10-11,39,23,R1,4,22028,13793.2
1150,2025-05-20,79,3,R2,1,1590,1137.4
1151,2025-06-29,74,6,R4,6,27654,17059.53
1152,2025-03-26,81,22,R3,3,28974,22774.34
1153,2025-02-26,71,6,R1,4,24900,17149.32
1154,2025-09-01,18,18,R4,8,23272,13063.16
1155,2025-02-14,3,21,R3,3,1860,1325.44
1156,2025-04-05,17,10,R3,2,16996,12497.73
1157,2025-07-29,84,5,R3,6,18468,10824.55
1158,2025-03-26,58,13,R2,3,15492,10131.47
1159,2025-10-10,42,18,R2,7,43813,33562.69
1160,2025-02-14,68,11,R4,2,17954,12560.56
1161,2025-11-18,74,28,R1,5,8980,5307.42
1162,2025-06-18,42,28,R4,1,9018,5198.26
1163,2025-04-03,91,30,R4,5,26990,15248.21
1164,2025-05-21,89,4,R3,6,34944,25365.48
1165,2025-08-22,59,21,R1,6,31092,19796.94
1166,2025-09-20,13,24,R3,1,5987,4442.54
1167,2025-09-29,52,22,R3,6,45378,28311.97
1168,2025-02-06,40,21,R1,4,29016,16265.97
1169,2025-09-28,37,18,R2,7,65310,45415.64
1170,2025-03-10,32,4,R2,8,1752,1403.85
1171,2025-01-27,29,1,R2,3,19149,13278.67
1172,2025-03-18,21,28,R4,8,38016,20956.77
1173,2025-04-29,88,11,R3,8,6160,3993.16
1174,2025-03-06,88,20,R4,3,28257,20115.33
1175,2025-12-05,68,11,R1,8,73936,57630.48
1176,2025-03-18,2,11,R4,7,44163,31049.11
1177,2025-01-15,84,16,R1,2,15768,8997.42
1178,2025-10-19,52,11,R2,5,37665,27301.23
1179,2025-08-16,69,27,R4,5,44440,31674.34
1180,2025-06-27,63,28,R2,7,10031,6636.58
1181,2025-09-18,45,23,R2,7,25319,20479.42
1182,2025-04-24,31,8,R3,1,6775,4226.86
1183,2025-01-29,2,17,R4,5,46960,30768.09
1184,2025-06-03,98,24,R2,8,61144,41287.22
1185,2025-05-27,52,2,R1,8,43896,26348.61
1186,2025-09-17,4,28,R4,3,11952,7448.53
1187,2025-11-09,78,4,R3,1,9735,6282.85
1188,2025-06-28,50,20,R1,6,33666,26775.05
1189,2025-06-18,40,5,R2,1,9857,7677.33
1190,2025-02-02,60,18,R3,4,33688,19473.32
1191,2025-07-11,28,14,R3,6,26112,18133.11
1192,2025-02-08,69,9,R3,2,19324,13527.98
1193,2025-12-30,49,29,R3,1,5873,3890.41
1194,2025-06-01,33,1,R3,1,9732,5506.91
1195,2025-10-10,91,17,R4,2,19874,15867.98
1196,2025-02-06,69,23,R3,6,10836,6379.87
1197,2025-02-09,95,26,R4,8,32544,26420.7
1198,2025-09-30,36,30,R3,8,34480,22770.75
1199,2025-10-14,74,28,R2,2,1206,839.97
1200,2025-10-22,8,5,R4,6,19392,12803.32
1201,2025-10-30,38,14,R2,1,1713,1323.37
1202,2025-10-06,17,5,R3,8,79248,62022.43
1203,2025-03-31,92,1,R1,6,32652,18121.92
1204,2025-08-09,34,8,R2,2,15182,9208.26
1205,2025-02-08,82,23,R2,2,7942,4846.19
1206,2025-08-13,75,4,R3,7,37625,30800.73
1207,2025-03-25,52,16,R2,6,38592,29523.62
1208,2025-04-05,69,4,R1,8,75144,59957.2
1209,2025-02-23,10,24,R2,6,13812,7909.7
1210,2025-12-13,98,14,R4,8,51072,37545.12
1211,2025-11-09,55,16,R2,8,39320,27463.13
1212,2025-11-04,72,6,R3,6,23094,16418.5
1213,2025-05-02,32,15,R4,8,58824,40912.07
1214,2025-03-15,27,8,R3,6,7614,4333.82
1215,2025-03-02,61,6,R4,8,1792,1180.68
1216,2025-10-24,5,17,R4,4,2568,2094.82
1217,2025-11-20,17,7,R3,7,38710,31323.49
1218,2025-07-03,84,20,R2,5,17535,13336.34
1219,2025-01-03,32,11,R1,1,5099,2823.37
1220,2025-12-29,14,1,R4,7,51674,33391.02
1221,2025-01-09,82,24,R4,3,29493,16501.92
1222,2025-12-11,92,21,R4,6,57342,35673.43
1223,2025-09-30,60,1,R3,6,35496,19695.64
1224,2025-02-07,57,27,R1,7,14196,10831.98
1225,2025-09-03,12,26,R1,5,2095,1372.55
1226,2025-09-30,81,17,R2,7,26810,15616.79
1227,2025-06-16,78,1,R4,3,26622,20209.18
1228,2025-11-21,2,3,R2,4,15628,9330.57
1229,2025-06-24,51,28,R1,6,43950,32066.91
1230,2025-09-14,64,7,R3,1,3517,2253.95
1231,2025-07-31,27,24,R4,4,21068,11820.95
1232,2025-06-23,95,13,R2,7,66423,43435.34
1233,2025-02-16,13,4,R3,2,16334,9198.62
1234,2025-02-14,94,23,R1,4,3208,2389.77
1235,2025-11-14,68,8,R4,7,28819,17943.37
1236,2025-03-18,83,28,R3,8,24152,16209.24
1237,2025-09-18,60,2,R3,4,36192,22127.99
1238,2025-06-04,74,22,R3,1,9083,6938.98
1239,2025-03-06,10,4,R2,3,1581,938.27
1240,2025-03-24,1,18,R3,6,38766,29896.22
1241,2025-09-05,1,27,R3,4,22048,12929.09
1242,2025-05-15,47,11,R3,3,1539,1056.39
1243,2025-06-08,95,20,R4,1,4022,2299.24
1244,2025-08-30,59,22,R2,8,19392,11305.36
1245,2025-09-14,59,18,R1,1,5432,3257.77
1246,2025-10-05,87,7,R4,2,928,559.43
1247,2025-10-21,39,3,R1,3,22437,14437.96
1248,2025-04-13,73,28,R4,5,17160,10642.99
1249,2025-10-21,15,22,R4,4,17384,11352.89
1250,2025-02-21,55,26,R2,3,7284,5705.19
1251,2025-03-18,82,22,R2,4,33148,23016.85
1252,2025-03-28,27,8,R2,3,19803,11303.34
1253,2025-06-29,89,29,R3,2,7576,4297.22
1254,2025-09-29,3,1,R1,2,3840,2913.23
1255,2025-05-04,76,14,R3,6,40086,28165.09
1256,2025-10-14,70,27,R2,1,5101,3852.27
1257,2025-04-21,22,19,R4,8,31904,21257.21
1258,2025-08-29,29,24,R1,8,57552,38070.47
1259,2025-05-18,93,10,R4,5,41590,30690.97
1260,2025-01-23,58,16,R3,1,7902,4695.58
1261,2025-06-07,39,4,R4,8,11424,6500.86
1262,2025-03-29,57,15,R3,8,67144,41952.09
1263,2025-06-23,50,20,R2,8,4008,2881.83
1264,2025-02-14,47,10,R2,6,32598,20751.81
1265,2025-07-31,64,20,R1,3,7119,5772.42
1266,2025-07-08,29,13,R3,7,16387,13285.53
1267,2025-08-13,75,19,R1,4,22712,16723.28
1268,2025-03-15,69,19,R1,5,31615,20943.47
1269,2025-09-08,37,13,R3,4,18860,13003.08
1270,2025-04-30,29,16,R3,3,24531,18411.34
1271,2025-10-08,15,7,R4,2,13976,9594.42
1272,2025-12-20,92,9,R1,2,3692,2386.48
1273,2025-04-25,61,3,R4,6,26538,20700.29
1274,2025-09-12,17,2,R2,4,38404,26279.23
1275,2025-11-05,20,8,R4,5,39385,21726.55
1276,2025-07-23,34,24,R2,5,9705,7837.08
1277,2025-11-01,7,9,R2,4,9780,7006.07
1278,2025-10-26,59,5,R4,1,2508,1521.25
1279,2025-10-03,45,10,R3,1,5400,4406.0
1280,2025-02-05,30,13,R3,8,22064,13663.97
1281,2025-02-28,18,8,R2,8,23488,13582.35
1282,2025-08-22,42,17,R4,3,9744,5762.32
1283,2025-07-26,2,25,R4,2,2536,1908.71
1284,2025-08-05,21,8,R1,4,16220,9129.8
1285,2025-02-14,84,3,R4,6,10818,8043.44
1286,2025-01-18,67,5,R1,8,77600,58316.9
1287,2025-06-17,12,27,R3,2,4342,2857.47
1288,2025-06-22,7,8,R3,1,5648,4424.65
1289,2025-03-05,81,26,R4,4,32844,19113.59
1290,2025-04-21,89,5,R1,3,1104,892.78
1291,2025-02-09,23,9,R3,4,8096,4657.9
1292,2025-06-22,31,18,R1,3,10206,7304.6
1293,2025-09-17,67,2,R1,2,7694,4602.43
1294,2025-01-26,11,24,R1,5,21550,16112.56
1295,2025-07-13,70,13,R3,8,5856,4139.43
1296,2025-05-03,9,19,R4,1,6237,4572.64
1297,2025-08-26,74,13,R4,3,3174,2244.5
1298,2025-06-14,75,16,R1,3,1593,1249.99
1299,2025-05-14,41,18,R4,8,13744,8630.62
1300,2025-05-12,17,17,R1,4,26036,19698.09
1301,2025-09-13,31,12,R3,5,12180,9451.01
1302,2025-12-14,48,8,R3,2,19620,14136.83
1303,2025-01-13,4,28,R3,6,44592,27694.26
1304,2025-06-02,21,13,R3,4,6644,4875.32
1305,2025-10-27,14,4,R2,5,3575,2258.3
1306,2025-11-27,74,16,R4,7,55174,30610.64
1307,2025-06-30,37,2,R4,1,8190,5373.83
1308,2025-06-14,46,7,R1,1,8543,5961.14
1309,2025-07-03,32,25,R2,2,13224,7382.61
1310,2025-12-25,49,20,R1,1,786,513.58
1311,2025-09-24,3,20,R2,1,5849,3413.47
1312,2025-02-15,70,25,R2,4,6536,4068.9
1313,2025-07-30,44,22,R2,3,29121,21556.5
1314,2025-01-04,16,3,R4,2,19272,12305.26
1315,2025-06-19,20,29,R4,1,3740,2970.61
1316,2025-02-23,10,26,R4,6,49566,40486.91
1317,2025-06-14,91,30,R2,3,24810,17265.85
1318,2025-05-11,85,10,R2,8,75496,47139.9
1319,2025-08-04,40,23,R2,3,8358,5265.77
1320,2025-07-06,85,13,R1,5,40195,32651.39
1321,2025-05-17,99,21,R3,2,3210,1847.8
1322,2025-03-18,100,11,R1,7,56714,43458.94
1323,2025-04-17,67,19,R2,2,15830,9257.42
1324,2025-06-08,38,28,R1,8,66144,38674.83
1325,2025-10-10,84,1,R3,7,5922,3667.33
1326,2025-09-18,10,21,R3,3,24633,19235.68
1327,2025-05-25,57,26,R1,3,13743,8652.81
1328,2025-10-05,97,28,R2,5,1935,1278.81
1329,2025-07-05,72,3,R3,8,58664,40902.33
1330,2025-08-19,9,2,R3,2,5192,3605.12
1331,2025-09-12,86,9,R2,1,5786,3217.66
1332,2025-11-16,90,11,R3,4,7636,4403.64
1333,2025-05-29,10,18,R1,8,33400,21651.0
1334,2025-05-22,7,24,R2,2,7392,4841.86
1335,2025-08-06,40,20,R3,6,54798,34970.75
1336,2025-01-05,100,18,R1,8,11536,6931.68
1337,2025-07-06,65,16,R1,4,38592,27843.51
1338,2025-02-01,41,18,R2,3,18774,14512.94
1339,2025-03-11,46,23,R2,8,74696,44680.73
1340,2025-06-23,9,11,R4,4,19848,13496.21
1341,2025-10-03,8,2,R1,8,44552,33268.37
1342,2025-10-24,23,12,R4,6,7998,5549.7
1343,2025-11-19,57,18,R4,5,44040,32432.08
1344,2025-03-14,27,5,R1,7,50953,28617.0
1345,2025-07-28,18,28,R1,3,13395,9184.51
1346,2025-02-25,97,15,R4,7,38878,25606.66
1347,2025-09-24,36,2,R2,3,27561,22026.65
1348,2025-04-10,93,12,R1,6,37014,22171.39
1349,2025-06-03,56,7,R3,2,9604,7604.79
1350,2025-09-09,53,21,R3,5,19325,13011.04
1351,2025-10-13,46,23,R4,7,11249,7085.34
1352,2025-09-04,19,12,R2,3,17352,10639.07
1353,2025-04-30,32,27,R2,8,20520,15167.85
1354,2025-10-24,97,9,R1,2,16562,11025.99
1355,2025-11-08,98,22,R4,2,12344,8374.37
1356,2025-07-11,15,21,R1,2,13494,10241.67
1357,2025-07-11,40,12,R3,1,3638,2848.57
1358,2025-02-03,88,29,R2,6,46008,37037.66
1359,2025-08-10,4,28,R2,4,25360,19930.95
1360,2025-11-12,35,20,R3,7,17206,11436.81
1361,2025-03-16,86,18,R4,5,17575,10244.63
1362,2025-08-08,74,19,R3,5,4410,3414.66
1363,2025-04-18,83,5,R3,1,1510,894.11
1364,2025-09-25,98,27,R2,7,22659,15597.79
1365,2025-04-10,7,8,R2,3,2175,1496.28
1366,2025-12-29,70,16,R3,2,17252,11691.72
1367,2025-07-20,91,18,R1,7,59360,41482.5
1368,2025-07-17,91,19,R3,1,4859,3905.54
1369,2025-12-03,98,13,R1,4,36200,20234.6
1370,2025-03-25,73,17,R1,7,3899,3021.51
1371,2025-04-24,84,20,R1,7,61278,36623.89
1372,2025-07-29,63,28,R1,4,31988,18308.7
1373,2025-03-04,52,26,R1,8,30312,17020.08
1374,2025-08-22,23,13,R4,2,14384,11602.52
1375,2025-06-01,60,22,R1,7,43729,34606.35
1376,2025-10-28,98,18,R2,5,41425,32938.23
1377,2025-03-02,19,11,R1,8,78128,52558.18
1378,2025-07-22,38,26,R4,4,2884,2347.33
1379,2025-05-04,60,20,R1,3,4932,2761.7
1380,2025-10-30,29,3,R2,6,41538,31702.32
1381,2025-01-14,71,12,R1,7,54383,32654.07
1382,2025-04-05,89,23,R1,8,13872,9663.35
1383,2025-06-30,48,4,R1,3,18417,13854.81
1384,2025-04-14,62,5,R4,3,10767,6897.33
1385,2025-09-21,94,8,R4,7,36050,27895.58
1386,2025-09-12,51,1,R4,7,27041,21275.71
1387,2025-08-11,91,16,R3,8,3152,1915.64
1388,2025-06-28,37,26,R3,3,10758,8618.86
1389,2025-02-17,27,12,R2,2,17348,10213.85
1390,2025-12-07,35,30,R3,3,15657,9406.56
1391,2025-08-16,72,8,R1,2,17438,9638.99
1392,2025-11-03,12,26,R4,5,46055,34590.53
1393,2025-11-12,24,30,R2,7,22673,12991.71
1394,2025-03-19,9,17,R4,1,4834,3936.18
1395,2025-09-19,72,29,R1,5,6605,4736.13
1396,2025-07-12,34,16,R1,3,8874,6025.05
1397,2025-03-24,2,11,R3,1,2312,1397.06
1398,2025-01-18,90,25,R1,3,10113,7615.91
1399,2025-01-04,90,4,R2,6,32046,18355.84
1400,2025-08-30,17,12,R4,2,16550,12588.31
1401,2025-09-19,10,6,R4,2,8096,5687.81
1402,2025-09-27,21,6,R2,6,13326,8121.26
1403,2025-04-11,43,20,R1,6,7866,5956.64
1404,2025-10-21,47,3,R3,5,42590,27474.75
1405,2025-05-03,90,13,R3,3,11652,7354.56
1406,2025-01-09,20,21,R3,2,11178,6167.4
1407,2025-09-21,62,18,R1,3,13359,10631.71
1408,2025-12-25,34,16,R2,3,11982,8098.38
1409,2025-11-13,47,24,R1,5,22840,15978.45
1410,2025-01-05,94,21,R1,8,63216,46216.77
1411,2025-05-29,66,30,R4,2,5974,4606.32
1412,2025-03-08,39,9,R1,7,3822,2174.7
1413,2025-05-11,32,2,R2,8,53304,42297.38
1414,2025-06-15,74,6,R4,8,69464,47729.57
1415,2025-04-21,34,16,R2,6,28314,20836.55
1416,2025-09-19,82,19,R2,1,7469,4704.97
1417,2025-08-12,27,12,R4,1,1470,921.8
1418,2025-08-21,20,2,R3,7,16030,9929.36
1419,2025-08-11,48,17,R4,6,2250,1304.56
1420,2025-01-03,93,9,R4,2,2958,2284.97
1421,2025-05-08,72,21,R2,6,52998,42058.9
1422,2025-01-22,11,19,R2,6,23604,13796.03
1423,2025-06-16,95,15,R2,3,5127,3153.11
1424,2025-09-01,11,1,R1,2,15140,11054.23
1425,2025-05-17,96,5,R3,6,54480,38432.51
1426,2025-01-27,79,18,R4,5,24975,20178.31
1427,2025-06-08,85,14,R3,2,6364,4680.48
1428,2025-10-29,65,28,R1,5,49995,32479.18
1429,2025-07-02,87,25,R1,2,16074,12660.96
1430,2025-10-21,78,13,R3,8,18816,13081.55
1431,2025-10-29,88,29,R4,5,24150,15074.58
1432,2025-04-05,82,4,R1,4,9048,6697.25
1433,2025-01-09,69,11,R3,5,41945,23823.04
1434,2025-05-08,28,17,R1,5,39740,27912.49
1435,2025-03-21,16,17,R3,2,4898,2855.56
1436,2025-02-22,77,2,R4,4,20448,11855.38
1437,2025-07-25,11,16,R1,2,12344,7526.85
1438,2025-12-26,6,19,R1,7,18144,13656.69
1439,2025-06-01,87,16,R2,7,56056,45442.26
1440,2025-07-17,81,21,R2,1,5704,4501.86
1441,2025-09-21,27,19,R4,5,23750,14453.32
1442,2025-04-20,59,1,R4,3,10878,7534.81
1443,2025-12-27,75,23,R1,8,68368,55258.58
1444,2025-08-23,1,17,R1,1,7223,4205.84
1445,2025-05-13,53,11,R3,6,22344,15252.26
1446,2025-05-31,60,8,R3,6,53808,39763.84
1447,2025-06-12,21,25,R3,7,61306,48241.84
1448,2025-06-13,89,5,R4,7,51695,33321.08
1449,2025-08-26,98,24,R4,7,59052,44697.62
1450,2025-04-01,48,5,R1,1,3486,2215.29
1451,2025-04-01,86,16,R4,3,20802,12707.84
1452,2025-06-12,88,1,R3,5,2955,2288.78
1453,2025-04-18,97,23,R3,5,21465,15841.7
1454,2025-03-16,1,29,R1,4,4180,2390.6
1455,2025-08-05,82,24,R2,2,7870,5916.2
1456,2025-03-22,24,8,R2,2,1686,1313.91
1457,2025-02-11,28,7,R2,1,1634,1024.76
1458,2025-02-04,21,22,R2,2,12892,9254.06
1459,2025-06-04,13,28,R1,5,28565,21486.1
1460,2025-01-20,13,18,R2,4,25488,15940.37
1461,2025-04-19,90,23,R1,3,6777,5055.09
1462,2025-01-20,76,15,R3,3,27063,20136.17
1463,2025-12-17,4,7,R3,1,7973,5763.0
1464,2025-12-22,58,1,R2,6,52218,30541.18
1465,2025-08-02,84,24,R4,8,5904,3547.07
1466,2025-09-12,53,7,R3,7,4767,2906.52
1467,2025-06-09,96,7,R4,4,34468,20125.29
1468,2025-09-22,28,24,R1,7,53291,31726.59
1469,2025-12-27,78,16,R1,6,12312,6872.56
1470,2025-04-04,52,28,R3,3,27750,19531.11
1471,2025-11-02,18,26,R2,3,9921,7953.48
1472,2025-05-16,91,25,R3,8,41480,29988.51
1473,2025-02-15,39,25,R1,1,5393,3743.97
1474,2025-02-07,37,14,R1,2,17100,12137.78
1475,2025-03-01,82,29,R3,4,10328,6174.21
1476,2025-08-03,19,23,R3,3,19353,12874.6
1477,2025-12-03,1,3,R4,1,573,333.05
1478,2025-04-06,15,10,R3,4,2796,1930.36
1479,2025-04-09,87,7,R4,1,1711,1208.61
1480,2025-07-10,7,20,R2,2,2846,2018.21
1481,2025-10-10,4,25,R4,2,8280,5760.29
1482,2025-07-03,33,23,R1,8,35224,26093.35
1483,2025-06-03,68,18,R4,1,9443,6197.95
1484,2025-08-04,17,4,R4,5,33540,25115.78
1485,2025-07-15,8,23,R2,4,15936,8833.47
1486,2025-04-09,23,10,R3,2,1082,851.57
1487,2025-02-16,13,12,R1,8,5336,2984.98
1488,2025-11-30,83,11,R3,3,1086,621.73
1489,2025-09-25,51,20,R4,3,28509,18365.08
1490,2025-04-21,33,6,R3,8,56424,45498.11
1491,2025-11-16,16,8,R1,5,15220,12178.34
1492,2025-09-02,47,18,R4,8,66160,40741.96
1493,2025-10-16,40,7,R1,7,40285,25005.02
1494,2025-10-05,19,28,R3,7,62034,50127.08
1495,2025-09-27,73,12,R2,8,45448,34347.78
1496,2025-07-31,80,11,R1,4,9384,6651.07
1497,2025-12-07,8,3,R2,7,16898,13187.97
1498,2025-07-05,8,27,R3,4,39532,24063.86
1499,2025-11-23,42,30,R1,2,16354,12345.36
1500,2025-06-20,2,23,R3,7,61418,41897.02
1501,2025-04-09,44,23,R2,4,21796,14882.7
1502,2025-09-13,16,14,R2,1,8250,4796.31
1503,2025-11-22,77,30,R4,8,11032,6380.36
1504,2025-07-02,67,20,R2,1,7343,4420.39
1505,2025-09-02,47,6,R2,5,26905,17240.08
1506,2025-06-18,3,8,R1,5,27740,16022.46
1507,2025-12-12,74,29,R2,1,8115,5386.35
1508,2025-04-03,16,15,R2,7,67347,47645.39
1509,2025-02-18,37,5,R1,8,4824,3905.29
1510,2025-08-18,27,23,R3,4,20664,14870.06
1511,2025-11-01,67,28,R2,1,5355,4299.28
1512,2025-01-03,7,29,R4,2,4972,3564.04
1513,2025-04-01,56,1,R1,5,16990,12003.46
1514,2025-11-01,64,26,R3,6,11370,7096.02
1515,2025-06-24,9,18,R1,4,4756,3381.06
1516,2025-04-24,20,3,R3,8,63104,36831.87
1517,2025-10-14,15,9,R4,5,28895,22727.75
1518,2025-11-13,87,24,R4,5,37965,28163.73
1519,2025-04-28,46,11,R1,7,35574,26939.57
1520,2025-12-09,28,7,R1,3,14139,10740.04
1521,2025-06-18,59,3,R3,3,24663,19636.44
1522,2025-08-11,36,21,R4,3,26514,18305.0
1523,2025-02-22,8,25,R1,7,52787,29279.45
1524,2025-03-08,3,8,R3,3,11784,9562.64
1525,2025-08-31,1,16,R1,8,10688,7032.64
1526,2025-10-11,66,11,R2,3,21864,12712.5
1527,2025-03-02,41,9,R4,7,7714,5333.59
1528,2025-11-21,8,11,R1,6,57426,40982.64
1529,2025-06-12,49,10,R1,6,17262,11946.38
1530,2025-09-05,49,27,R3,5,33305,21847.43
1531,2025-11-30,61,5,R3,4,33764,19428.44
1532,2025-03-19,53,1,R3,7,66941,51598.28
1533,2025-05-30,27,19,R4,6,4026,2289.53
1534,2025-12-19,44,21,R2,3,11796,8032.68
1535,2025-05-19,73,11,R3,3,14196,10194.75
1536,2025-02-12,54,22,R4,5,32575,21008.64
1537,2025-01-11,30,16,R1,8,23160,15527.43
1538,2025-08-21,93,16,R3,2,7936,5356.15
1539,2025-04-20,81,11,R1,5,23155,15179.36
1540,2025-11-14,37,16,R3,2,19342,10875.36
1541,2025-10-29,21,13,R2,6,23310,15201.74
1542,2025-09-15,57,27,R3,2,1256,697.27
1543,2025-08-12,40,16,R2,3,21822,13366.19
1544,2025-08-26,94,23,R1,7,16562,11219.26
1545,2025-03-19,3,29,R3,3,8760,5176.59
1546,2025-12-24,6,25,R1,5,2870,1661.85
1547,2025-06-03,42,11,R1,5,8675,7109.64
1548,2025-11-14,38,12,R3,4,26552,17220.57
1549,2025-04-24,26,23,R4,8,63264,40103.99
1550,2025-03-19,61,8,R1,7,31577,20965.88
1551,2025-07-04,97,12,R2,7,22092,12192.44
1552,2025-09-27,40,12,R1,3,2427,1536.33
1553,2025-05-29,3,23,R3,1,5759,3926.53
1554,2025-02-16,20,27,R4,3,21456,14664.85
1555,2025-09-01,73,16,R4,6,58650,44551.72
1556,2025-07-12,88,22,R4,1,1955,1276.46
1557,2025-06-29,56,29,R1,5,43425,24636.16
1558,2025-10-20,28,12,R4,1,7550,5011.05
1559,2025-03-02,25,28,R2,4,33528,22626.28
1560,2025-07-06,63,26,R4,7,57197,41139.99
1561,2025-04-01,31,25,R1,7,69909,52870.44
1562,2025-11-29,95,11,R3,4,25020,19415.96
1563,2025-09-10,75,21,R1,5,19830,10932.09
1564,2025-01-11,68,3,R2,7,57309,46796.48
1565,2025-07-19,58,24,R2,6,42468,26667.79
1566,2025-06-25,20,14,R2,1,3193,2609.04
1567,2025-10-14,66,21,R3,3,19371,15378.31
1568,2025-04-23,98,9,R1,8,25872,21060.0
1569,2025-07-02,91,19,R3,3,2961,2061.69
1570,2025-06-16,93,9,R3,4,25412,15323.47
1571,2025-10-27,10,18,R4,7,2401,1662.33
1572,2025-08-03,79,19,R4,6,24486,19387.35
1573,2025-11-02,23,1,R2,7,67214,51275.67
1574,2025-03-09,62,28,R2,5,16985,10494.2
1575,2025-01-20,14,10,R3,6,53196,41689.6
1576,2025-12-18,23,15,R3,2,12622,7198.37
1577,2025-06-12,46,26,R2,5,4585,3047.03
1578,2025-09-13,93,4,R2,1,5445,3977.97
1579,2025-02-03,36,30,R2,2,5656,3725.42
1580,2025-01-29,12,28,R3,1,7627,5397.87
1581,2025-09-19,65,21,R4,7,35917,28402.79
1582,2025-10-16,87,18,R3,6,34248,22841.69
1583,2025-07-25,27,3,R3,4,32092,19562.26
1584,2025-02-26,75,20,R2,2,16338,11823.02
1585,2025-05-03,83,21,R2,8,31816,22311.4
1586,2025-06-18,36,13,R4,4,30960,22254.47
1587,2025-09-08,12,25,R4,4,20552,14212.72
1588,2025-10-24,7,7,R4,8,36040,24649.19
